name,domain,linkedin_url,headquarters,location,description,primary_industry,size,revenue_range,revenue_currency,country,company_type,employee_count,revenue_usd_m,rank,category,write_idempotency_key
Mare Moveis,maremoveis.com.br,https://linkedin.com/company/mare-moveis,Brazil,Brazil,"Mare Moveis is a retail company specializing in furniture and home decor products. Based in Brazil, the company serves local markets with a focus on quality and affordability. It aims to provide stylish and functional solutions for residential and commercial spaces.",Furniture Retail,201-500 employees,Under $10M,USD,Brazil,Private Company,201,0.0,576.0,Retail,6b65021eb2c4432163747fabb6e6bf6d
The Marine Foods Corporation,marinefoods.co.jp,https://linkedin.com/company/the-marine-foods-corporation,"Tokyo, Japan",Global,"The Marine Foods Corporation specializes in the production and distribution of seafood products, catering to both domestic and international markets. The company is known for its high-quality offerings and innovative processing techniques, serving the consumer packaged goods (CPG) industry. It holds a strong position in the Japanese market and is expanding globally.",Seafood Processing and Distribution,"1,001-5,000 employees",Under $10M,USD,Japan,Private Company,1200,0.0,577.0,CPG,5ddc87567cee791e0b78e2725e61b0e2
Mario Shopping,marioshopping.com,https://linkedin.com/company/mario-shopping,"Seoul, Korea (the Republic of)",Korea (the Republic of),"Mario Shopping is a retail company based in Korea, specializing in providing a wide range of consumer goods and shopping experiences. Known for its customer-centric approach, the company aims to cater to diverse consumer needs in the local market.",Retail,201-500 employees,Under $10M,USD,Korea (the Republic of),Private Company,200,0.0,578.0,Retail,2295f46f51f793833e42547ff47f1ef2
Marriott International,marriott.com,https://linkedin.com/company/marriott-international,"Bethesda, Maryland, USA",Global,"Marriott International is a leading global hospitality company with a portfolio of over 8,000 properties across 139 countries and territories. The company operates and franchises hotels and resorts under various brands, including Marriott, Sheraton, Westin, and Ritz-Carlton, catering to diverse customer needs and preferences. Marriott is recognized for its commitment to exceptional service and innovation in the travel and hospitality industry.",Hospitality,"10,001+ employees",Under $10M,USD,United States,Private Company,120000,0.0,579.0,Retail,0bfc8a4aa34c5cf322d2951cf15146d6
MBS Retail Management Company Pte Ltd,mbsretail.com,https://linkedin.com/company/mbs-retail-management-company,"Singapore, Singapore",Singapore,"MBS Retail Management Company Pte Ltd is a retail management firm based in Singapore, specializing in providing innovative retail solutions and operational management for businesses. The company focuses on enhancing customer experiences and optimizing retail operations to drive growth and efficiency.",Retail Management,201-500 employees,Under $10M,USD,Singapore,Private Company,200,0.0,580.0,Retail,399b879cdd95f645183ee7a5882c7caf
Martin Appliance,martinappliance.com,https://linkedin.com/company/martin-appliance,"Lancaster, Pennsylvania, USA","Lancaster, Pennsylvania, USA","Martin Appliance is a retail company specializing in the sale and service of home appliances, including refrigerators, washers, dryers, and more. Known for its customer-focused approach, the company serves local communities with high-quality products and reliable service.",Home Appliance Retail,51-200 employees,Under $10M,USD,United States,Private Company,75,0.0,581.0,Retail,26d6d19ba67d6c9fae83542598fa4331
Mashburn,mashburn.com,https://linkedin.com/company/mashburn,"Atlanta, Georgia, USA","Atlanta, Georgia, USA","Mashburn is a retail company specializing in high-quality clothing and accessories for men and women. Known for its timeless designs and exceptional craftsmanship, the company caters to customers seeking classic yet modern styles. Mashburn has established itself as a trusted brand in the fashion retail industry.",Fashion Retail,51-200 employees,Under $10M,USD,United States,Private Company,75,0.0,583.0,Retail,d2b38929a86309c9a63d46410a888aef
Masami,masamihair.com,https://linkedin.com/company/masamihair,"Boston, Massachusetts, USA","Boston, Massachusetts, USA","Masami is a premium haircare brand offering clean, sustainable, and high-performing products enriched with Japanese ocean botanicals. Known for its commitment to quality and eco-friendly practices, Masami caters to customers seeking luxurious and effective haircare solutions.",Beauty & Cosmetics,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,582.0,Retail,522d71abc2a249f453cc23499a382e27
Masthead,masthead.com,https://linkedin.com/company/masthead,"New York, NY, USA","New York, NY, USA","Masthead is a retail company based in New York, specializing in providing innovative consumer products. Despite its current unknown revenue status, the company is focused on delivering value to its customers through unique offerings and exceptional service.",Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,584.0,Retail,6db41139d97645963549b1a3b8ca4cf2
MatchSquare,matchsquare.com,https://linkedin.com/company/matchsquare,"Michigan, USA","Michigan, USA","MatchSquare is a retail company specializing in connecting businesses with innovative solutions to enhance their operations. The company focuses on providing tools and services tailored to the retail industry, helping clients improve efficiency and customer engagement. Despite its current revenue status, MatchSquare is positioned to grow within the competitive retail market.",E-commerce,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,585.0,Retail,25058f4b07100119269b944c2282e847
Matersol,matersol.com,https://linkedin.com/company/matersol,"São Paulo, Brazil",Brazil,"Matersol is a retail company based in Brazil, specializing in providing high-quality consumer goods to local markets. Despite its current revenue status, the company is focused on expanding its presence and delivering value to customers in the region.",Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,586.0,Retail,35c119ceda79e30500ee54642bdef73a
Mateship,mateship.com,https://linkedin.com/company/mateship,"Sydney, New South Wales, Australia",Australia,"Mateship is a retail company based in Australia, offering a range of products and services tailored to the needs of its customers. Despite its current unknown company type, Mateship is committed to delivering quality and value in the retail sector. The company aims to establish a strong presence in the Australian market.",Retail,51-200 employees,Under $10M,USD,Australia,Private Company,51,0.0,587.0,Retail,7f477fea5a4b4cd5bba42a9dcfab9745
Matryoshka LLC,matryoshkallc.com,https://linkedin.com/company/matryoshka-llc,"Florida, USA","Florida, USA","Matryoshka LLC is a retail company specializing in providing unique and innovative products to customers. Despite its small scale, the company focuses on delivering high-quality goods and exceptional customer service. It operates primarily within the United States market.",Retail,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,588.0,Retail,319e0a8b760d94b38d74bb5feb2607c4
Maubi Brand Ltda,maubibrand.com,https://linkedin.com/company/maubi-brand-ltda,"São Paulo, Brazil",Brazil,"Maubi Brand Ltda is a consumer packaged goods (CPG) company based in Brazil, specializing in innovative and high-quality products tailored to meet the needs of modern consumers. The company focuses on delivering exceptional value and sustainability in its offerings, aiming to establish a strong presence in the competitive CPG market.",Consumer Packaged Goods,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,589.0,CPG,3e01bb3970f559126be0717273ad5ca9
Maverix Private Equity,maverixpe.com,https://linkedin.com/company/maverix-private-equity,"Toronto, Ontario, Canada",Canada,"Maverix Private Equity is a Canadian-based private equity firm specializing in investments within the retail sector. The company focuses on partnering with businesses to drive growth and innovation, leveraging its expertise in strategic planning and operational excellence.",Private Equity - Retail Investments,11-50 employees,Under $10M,USD,Canada,Private Company,25,0.0,590.0,Retail,43775fe51eca13e02c83653d007a4753
Max Mara Fashion Group,maxmara.com,https://linkedin.com/company/max-mara-fashion-group,"Reggio Emilia, Emilia-Romagna, Italy",Global,"Max Mara Fashion Group is a leading Italian luxury fashion house known for its high-quality ready-to-wear clothing and accessories. Founded in 1951, the company specializes in elegant and timeless designs, catering to a global clientele. It is recognized for its craftsmanship, innovation, and strong presence in the luxury fashion market.",Luxury Fashion,"5,001-10,000 employees",Under $10M,USD,Italy,Private Company,5000,0.0,591.0,Retail,4c7a6512726ee80548e03d2f05b61c2f
Max Mara Fashion Group SRL,maxmara.com,https://linkedin.com/company/max-mara-fashion-group,"New York, NY, USA",Global,"Max Mara Fashion Group SRL is a renowned luxury fashion brand specializing in high-quality women's clothing, accessories, and footwear. Known for its timeless designs and craftsmanship, the company has established a strong presence in the global fashion market.",Fashion Retail,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,5000,0.0,592.0,Retail,f3282d099d3600070ab472661f823949
Martfer Comércio de Ferramentas,martfer.com.br,https://linkedin.com/company/martfer-comercio-de-ferramentas,Brazil,Brazil,"Martfer Comércio de Ferramentas specializes in the retail of tools and equipment, catering to both individual consumers and businesses. The company focuses on providing high-quality products and exceptional customer service within the Brazilian market.",Tools & Equipment Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,593.0,Retail,a9803cec1877c2c9c1dc2a108c660980
The Avon Company,avon.com,https://linkedin.com/company/the-avon-company,"New York, NY, USA",Global,"The Avon Company is a leading beauty and cosmetics brand specializing in skincare, makeup, fragrance, and personal care products. Known for its direct-selling model, Avon empowers independent representatives worldwide to distribute its products. The company has a strong presence in the global beauty market and is committed to innovation and sustainability.",Beauty & Cosmetics,"10,001+ employees",Under $10M,USD,United States,Private Company,25000,0.0,594.0,Retail,13dd0c442f64e7c6190144a4cf9f0aa0
The Bay,thebay.com,https://linkedin.com/company/the-bay,"Toronto, Ontario, Canada",Canada,"The Bay, officially known as Hudson's Bay, is a leading Canadian retail company specializing in fashion, home goods, and beauty products. With a rich history dating back to 1670, it operates both physical stores and an e-commerce platform, serving customers across Canada.",Fashion Retail,"10,001+ employees",Under $10M,USD,Canada,Private Company,10000,0.0,595.0,Retail,28d4aba24552939c1fa08d131e36c81b
1-India Family Mart,1indiafamilymart.com,https://linkedin.com/company/1-india-family-mart,"New Delhi, Delhi, India",India,"1-India Family Mart is a value retail chain offering affordable fashion, lifestyle, and home products to customers across India. The company focuses on providing quality products at competitive prices, catering primarily to the needs of middle-income families in Tier 2 and Tier 3 cities. It has established itself as a trusted brand in the value retail segment.",Value Retail,"1,001-5,000 employees",Under $10M,USD,India,Private Company,1500,0.0,596.0,Retail,16e2493fa893bbc59c22dcebbdbdb431
The Body Shop International PLC,thebodyshop.com,https://linkedin.com/company/the-body-shop,"Toronto, Ontario, Canada",Global,"The Body Shop International PLC is a global beauty and cosmetics retailer known for its ethically sourced and cruelty-free products. The company offers a wide range of skincare, haircare, and makeup products, emphasizing sustainability and social responsibility. It is a leader in the beauty industry with a strong commitment to environmental and ethical practices.",Beauty & Cosmetics,"10,001+ employees",Under $10M,USD,Canada,Private Company,10000,0.0,597.0,Retail,134fae6872ce4e800e3c10cee1155287
"The Bon-Ton Stores, Inc.",bonton.com,https://linkedin.com/company/the-bon-ton-stores-inc,"New York, NY, USA","New York, NY, USA","The Bon-Ton Stores, Inc. was a regional department store chain offering a wide range of apparel, accessories, cosmetics, and home goods. Once a prominent retailer in the United States, the company primarily served customers in the Northeast and Midwest regions before ceasing operations in 2018.",Fashion Retail,"10,001+ employees",Under $10M,USD,United States,Private Company,24000,0.0,598.0,Retail,e861300eec10d8e86b11e238db278ad5
Brandless,brandless.com,https://linkedin.com/company/brandless,"Salt Lake City, Utah, USA","Salt Lake City, Utah, USA","Brandless is a consumer packaged goods (CPG) company that focuses on offering high-quality, affordable products across various categories, including wellness, beauty, and home essentials. The company emphasizes sustainability and simplicity in its product offerings, catering to modern consumers seeking value and transparency.",E-commerce,201-500 employees,Under $10M,USD,United States,Private Company,201,0.0,599.0,CPG,51eecf4fe69ef81280beab331c7575bf
Brands For Less Group,brandsforless.com,https://linkedin.com/company/brands-for-less,"Dubai, United Arab Emirates",United Arab Emirates,"Brands For Less Group is a leading retail company specializing in off-price fashion and home goods. Operating primarily in the Middle East, the company offers a wide range of branded products at discounted prices, catering to value-conscious consumers. It has established a strong presence in the region with a focus on quality and affordability.",Fashion Retail,"1,001-5,000 employees",Under $10M,USD,United Arab Emirates,Private Company,1500,0.0,600.0,CPG,0e175892ec7ed110d01acc8f7c58ed1e
BrandsMart USA,brandsmartusa.com,https://linkedin.com/company/brandsmart-usa,"Hollywood, Florida, USA","Hollywood, Florida, USA","BrandsMart USA is a leading retailer specializing in consumer electronics, appliances, and home goods. Known for its competitive pricing and wide selection, the company serves customers across the southeastern United States. It has established itself as a trusted destination for high-quality products and exceptional customer service.",Consumer Electronics,"501-1,000 employees",Under $10M,USD,United States,Private Company,1000,0.0,601.0,CPG,20ab1cb6b2ffe88c6389286dedb2a0c5
Brasferro,brasferro.com,https://linkedin.com/company/brasferro,Brazil,Brazil,"Brasferro is a retail company based in Brazil, specializing in providing a wide range of consumer goods to local markets. Despite its current rank, the company is focused on expanding its presence and improving its market position. It aims to deliver quality products and services to its customers.",Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,602.0,Retail,d0350bffd114d704f6f9cb576fde376d
Brigham Young University Store,byustore.com,https://linkedin.com/company/byu-store,"Provo, Utah, USA","Provo, Utah, USA","Brigham Young University Store, commonly known as BYU Store, is the official retail store of Brigham Young University. It offers a wide range of products including textbooks, university apparel, technology, and other merchandise catering to students, alumni, and visitors. The store plays a key role in supporting the university community and enhancing the campus experience.",University Retail,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,603.0,Retail,4b22839e25e17b22168a20ba11179e06
Circulo de Credito,circulodecredito.com.mx,https://linkedin.com/company/circulo-de-credito,"Mexico City, Mexico",Mexico,"Circulo de Credito is a leading credit bureau in Mexico, providing credit information and risk management solutions to businesses and individuals. The company specializes in offering data-driven insights to help clients make informed financial decisions. It plays a crucial role in the financial ecosystem of Mexico.",Financial Services,201-500 employees,Under $10M,USD,Mexico,Private Company,200,0.0,605.0,Retail,f30698812b4f64e4e737b3c6fac65d46
Brookfield Properties,brookfieldproperties.com,https://linkedin.com/company/brookfield-properties,"Chicago, Illinois, USA",Global,"Brookfield Properties is a leading global real estate services company specializing in the ownership, operation, and development of premier retail, office, and mixed-use properties. With a strong presence in major markets worldwide, the company focuses on creating vibrant destinations that enhance communities and deliver exceptional experiences for tenants and visitors.",Real Estate Development and Management,"10,001+ employees",Under $10M,USD,United States,Private Company,16000,0.0,606.0,Retail,02037921fa984ed284b4d4f9e1f8475e
Brookstone Inc.,brookstone.com,https://linkedin.com/company/brookstone,"Merrimack, New Hampshire, USA","Merrimack, New Hampshire, USA","Brookstone Inc. is a specialty retailer known for its innovative and unique products, including electronics, travel accessories, and wellness items. The company caters to customers seeking high-quality, functional, and creative solutions for everyday needs. Brookstone has established itself as a trusted brand in the retail market with a focus on customer experience.",Consumer Electronics,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,607.0,Retail,d4da0a009f7744ba3f541e868061d3f1
Brown Brothers Harriman,bbh.com,https://linkedin.com/company/brown-brothers-harriman,"New York, NY, USA",Global,"Brown Brothers Harriman is a privately-owned financial services firm specializing in investment management, private banking, and investor services. Founded in 1818, the company serves institutional and private clients worldwide, offering tailored solutions and expertise in global markets.",Financial Services,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,6000,0.0,608.0,Retail,8959942cf23adddf88e7ccfc8314f2aa
Browns Shoes Inc.,brownsshoes.com,https://linkedin.com/company/browns-shoes,"Montreal, Quebec, Canada",Canada,"Browns Shoes Inc. is a leading Canadian retailer specializing in high-quality footwear for men, women, and children. Known for its curated selection of designer brands and exclusive collections, the company has established itself as a trusted name in the fashion retail industry. Browns Shoes operates through both physical stores and an online platform, catering to customers across Canada.",Fashion Retail,"501-1,000 employees",Under $10M,USD,Canada,Private Company,1000,0.0,609.0,Retail,4655160f9dd0eb7d046cf8a6b4ced569
Briscoe Group,briscoegroup.co.nz,https://linkedin.com/company/briscoe-group,"Auckland, New Zealand",New Zealand,"Briscoe Group is a leading retail company in New Zealand, specializing in homeware, sporting goods, and lifestyle products. The company operates well-known brands such as Briscoes Homeware and Rebel Sport, offering a wide range of quality products to customers. It is recognized for its strong market presence and commitment to delivering value and exceptional service.",Retail,"1,001-5,000 employees",Under $10M,USD,New Zealand,Private Company,2000,0.0,604.0,Retail,8d6adf1f86e3b3f9d71de93e4ab60aaa
The Bruce Company,brucecompany.com,https://linkedin.com/company/the-bruce-company,"Middleton, Wisconsin, USA","Middleton, Wisconsin, USA","The Bruce Company is a retail company specializing in landscaping, gardening, and outdoor living products. They provide high-quality services and products to homeowners and businesses, focusing on enhancing outdoor spaces. The company is recognized for its expertise in the Midwest region of the United States.",Landscaping and Gardening Retail,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,610.0,Retail,d76048ce820df8f0217b372a2f088844
Buchheit Enterprises,buchheitonline.com,https://linkedin.com/company/buchheit-enterprises,"Perryville, Missouri, USA","Perryville, Missouri, USA","Buchheit Enterprises is a retail company specializing in farm, home, and hardware products. Known for its commitment to serving rural communities, the company offers a wide range of goods including agricultural supplies, tools, and home improvement products. It operates primarily in the Midwest region of the United States.",Farm and Home Retail,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,611.0,Retail,4514637dd7f97bdfc08e034df9d69b8d
The Buckle Inc.,buckle.com,https://linkedin.com/company/the-buckle,"Kearney, Nebraska, USA",United States,"The Buckle Inc. is a leading retailer specializing in casual apparel, footwear, and accessories for young men and women. Known for its curated selection of premium brands and personalized shopping experience, the company operates stores across the United States and maintains a strong presence in the fashion retail market.",Fashion Retail,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,7000,0.0,612.0,Retail,68756e564faa2307608b3618511d7889
Buff City Soap,buffcitysoap.com,https://linkedin.com/company/buff-city-soap,"Dallas, Texas, USA","Dallas, Texas, USA","Buff City Soap is a consumer goods company specializing in handcrafted, plant-based soaps and personal care products. Known for its customizable and eco-friendly offerings, the company operates retail locations across the United States and aims to provide a unique, sustainable alternative to traditional soap and skincare products.",Beauty & Cosmetics,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,613.0,CPG,863c22e38950dabb2aeb992c829af5be
Burlap & Barrel,burlapandbarrel.com,https://linkedin.com/company/burlap-and-barrel,"New York, NY, USA","New York, NY, USA","Burlap & Barrel is a specialty spice company that partners directly with smallholder farmers around the world to source unique, high-quality spices. They focus on sustainable and equitable practices, offering single-origin spices that are ethically sourced and traceable. The company has gained recognition for its innovative approach to the spice trade and its commitment to transparency.",Specialty Food Retail,11-50 employees,Under $10M,USD,United States,Private Company,25,0.0,614.0,Retail,e582287548864ae9c5de6aeb1f96e53a
Burroughs Store,burroughsstore.com,https://linkedin.com/company/burroughs-store,"Colorado, Texas, Michigan, Illinois, USA",USA,"Burroughs Store is a retail company specializing in providing a wide range of consumer goods and services. With operations across multiple states, the company aims to deliver quality products and exceptional customer experiences. Despite its current rank, it is focused on growth and market expansion.",Retail,201-500 employees,Under $10M,USD,United States,Private Company,201,0.0,615.0,Retail,3ea041b1d711fa9928c9f11fdf0d273a
Busy Beaver Building Center Inc.,busybeaver.com,https://linkedin.com/company/busy-beaver-building-center,"Pittsburgh, Pennsylvania, USA","Pittsburgh, Pennsylvania, USA","Busy Beaver Building Center Inc. is a regional home improvement retailer specializing in hardware, tools, and building materials. Serving communities across Pennsylvania and surrounding areas, the company focuses on providing quality products and exceptional customer service to homeowners and contractors.",Home Improvement Retail,201-500 employees,Under $10M,USD,United States,Private Company,300,0.0,616.0,Retail,011f33060f50542211b2a371f46af2c2
Brook Valley Management,brookvalleymanagement.com,https://linkedin.com/company/brook-valley-management,"Alabama, USA","Alabama, USA","Brook Valley Management operates in the retail sector, focusing on providing high-quality products and services to its customers. Despite its relatively small scale, the company is committed to delivering value and maintaining a strong presence in its local market.",Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,617.0,Retail,ad4e59fdde22f9bea9141db4fe925d2d
7dish,7dish.com,https://linkedin.com/company/7dish,"Toronto, Ontario, Canada",Canada,"7dish is a retail company specializing in providing innovative and high-quality products to customers in Canada. With a focus on customer satisfaction, the company aims to deliver exceptional value and service in the retail market. Their offerings cater to a diverse range of consumer needs.",E-commerce,11-50 employees,Under $10M,USD,Canada,Private Company,25,0.0,619.0,Retail,acd3815b61d200f9fb55163555205147
4Patriots,4patriots.com,https://linkedin.com/company/4patriots,"Nashville, Tennessee, USA","Nashville, Tennessee, USA","4Patriots is a retail company specializing in emergency preparedness products, including survival food kits, solar-powered generators, and other self-reliance tools. The company focuses on helping customers prepare for natural disasters, power outages, and other emergencies. It is known for its commitment to quality and customer satisfaction.",Emergency Preparedness Retail,51-200 employees,Under $10M,USD,United States,Private Company,150,0.0,618.0,Retail,79ad800c402a3cb7cd24948ae0a84976
97 Noroton Avenue,,,"NJ, USA","NJ, USA","97 Noroton Avenue is a retail company based in New Jersey, USA. Specific details about its products, services, and market position are currently unavailable.",Retail,,Under $10M,USD,United States,Private Company,,0.0,620.0,Retail,1b2e11ded73500251df47fdd03c4e421
A L Bethel Enterprises,,,"Florida, USA","Florida, USA","A L Bethel Enterprises operates in the retail sector, providing goods and services to customers in its local market. Specific details about its offerings and market position are currently unavailable.",Retail,1-10 employees,Under $10M,USD,United States,Private Company,,0.0,621.0,Retail,af5bf3eb59808c73a4ecf4bbe6672a52
A-101 Yeni Magazacilik A.S.,a101.com.tr,https://linkedin.com/company/a101-yeni-magazacilik,"Istanbul, Turkey",Turkey,"A-101 Yeni Magazacilik A.S. is one of Turkey's leading discount retail chains, offering a wide range of affordable products including groceries, household items, and personal care products. With a strong presence across the country, the company is known for its extensive network of stores and commitment to providing value to customers.",Discount Retail,"10,001+ employees",Under $10M,USD,Turkey,Private Company,60000,0.0,623.0,Retail,83ddd44da31a7d8b463a2648c14b9387
A. L. Bethel Enterprises T/A Bethel Books and Stationery,bethelbooksandstat.com,https://linkedin.com/company/bethel-books-and-stationery,"Florida, USA","Florida, USA","A. L. Bethel Enterprises, operating as Bethel Books and Stationery, specializes in retailing books, stationery, and related products. The company serves local communities with a focus on quality and affordability, catering to educational and office supply needs.",Books and Stationery Retail,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,622.0,Retail,62ae17e27caf231e08ba7142554a6dd6
AARP,aarp.org,https://linkedin.com/company/aarp,"Washington, DC, USA","Washington, DC, USA","AARP is a nonprofit organization dedicated to empowering people aged 50 and older to live their best lives. It provides resources, advocacy, and services in areas such as healthcare, retirement planning, and community engagement. AARP is a leading voice for older adults in the United States.",Nonprofit Organization,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,2300,0.0,624.0,Retail,b1dfb28e42b1dad9f8ab9454a43a9f86
ABC Fine Wine & Spirits,abcfws.com,https://linkedin.com/company/abc-fine-wine-and-spirits,"Orlando, Florida, USA","Florida, USA","ABC Fine Wine & Spirits is a leading retailer specializing in wine, spirits, and beer, offering a wide selection of premium products to customers across Florida. Established in 1936, the company is known for its exceptional customer service and curated product offerings. It operates primarily in the consumer packaged goods (CPG) sector.","Wine, Spirits & Beverage Retail","1,001-5,000 employees",Under $10M,USD,United States,Private Company,1500,0.0,625.0,CPG,18a84ae93e27070a449abf49ed6ac668
Ablworks,ablworks.com,https://linkedin.com/company/ablworks,"Seoul, Korea (the Republic of)",Korea (the Republic of),"ABLWorks is a retail company based in Korea, specializing in innovative consumer products and services. The company aims to deliver high-quality offerings to meet the evolving needs of its customers in the competitive retail market.",Retail,51-200 employees,Under $10M,USD,Korea (the Republic of),Private Company,51,0.0,626.0,Retail,8c2133e88d733aa6216be867ff11da4e
ACP Participacoes-Arpex Capital,arpexcapital.com,https://linkedin.com/company/arpex-capital,"São Paulo, Brazil",Brazil,"ACP Participacoes-Arpex Capital is a Brazilian investment firm focused on retail and consumer markets. The company specializes in identifying and supporting innovative businesses in the retail sector, leveraging its expertise to drive growth and market expansion.",Investment and Retail,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,627.0,Retail,34ed6d4f443c2c903530cb8f625641da
Arandu Sistemas,arandusistemas.com.br,https://linkedin.com/company/arandu-sistemas,"São Paulo, Brazil",Brazil,"Arandu Sistemas is a Brazilian company specializing in retail technology solutions. They provide innovative software and systems to optimize operations, enhance customer experiences, and drive business growth in the retail sector.",Retail Technology,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,629.0,Retail,9a37042250a49c8bf02ccf1a0de3283f
Village Pharmacy,villagepharmacy.com,https://linkedin.com/company/village-pharmacy,"Arkansas, USA","Arkansas, USA","Village Pharmacy is a retail pharmacy providing prescription medications, over-the-counter products, and health-related services to local communities. Known for its customer-focused approach, the company aims to deliver personalized care and support to its customers.",Pharmaceutical Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,628.0,Retail,3f47faffd74a0086afd5dd4133848141
Westgate Resorts,westgateresorts.com,https://linkedin.com/company/westgate-resorts,"Orlando, Florida, USA","Orlando, Florida, USA","Westgate Resorts is a leading timeshare and vacation ownership company, offering luxury accommodations and vacation experiences across the United States. Known for its expansive resort properties, Westgate specializes in providing family-friendly amenities and exceptional customer service in the hospitality industry.",Hospitality & Vacation Ownership,"10,001+ employees",Under $10M,USD,United States,Private Company,10000,0.0,630.0,Retail,be38b270386aea8a0a04ae76ae5af85b
"AM Retail Group, Inc.",amretailgroup.com,https://linkedin.com/company/am-retail-group-inc,"Minnetonka, Minnesota, USA","Minnetonka, Minnesota, USA","AM Retail Group, Inc. specializes in retail operations, managing a portfolio of fashion and lifestyle brands. The company operates stores and online platforms, offering high-quality apparel and accessories to customers across the United States.",Fashion Retail,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,631.0,Retail,dafc6d05e8b0c338a6a381c013e0614b
100% Detail Inc.,100percentdetail.com,https://linkedin.com/company/100-percent-detail-inc,"Toronto, Ontario, Canada",Canada,"100% Detail Inc. is a retail company specializing in providing high-quality products and exceptional customer service. Based in Canada, the company focuses on delivering innovative solutions to meet consumer needs in the competitive retail market.",Retail,51-200 employees,Under $10M,USD,Canada,Private Company,51,0.0,632.0,Retail,31d2695cb82f64bc08e09aee120b7bcc
121 Smart Shop,121smartshop.com,https://linkedin.com/company/121-smart-shop,"São Paulo, Brazil",Brazil,"121 Smart Shop is a retail company based in Brazil, specializing in providing a wide range of consumer goods and services. Known for its innovative approach to shopping, the company aims to deliver exceptional value and convenience to its customers.",E-commerce,51-200 employees,Under $10M,USD,Brazil,Private Company,51,0.0,633.0,Retail,6a66df57d1e5e2153c5b8585e5574876
16 Handles,16handles.com,https://linkedin.com/company/16-handles,"New York, NY, USA","New York, NY, USA","16 Handles is a self-serve frozen yogurt and dessert chain offering a variety of flavors and toppings. Known for its customizable options and eco-friendly initiatives, the company has established itself as a popular choice for frozen treats in the retail food industry.",Food & Beverage Retail,201-500 employees,Under $10M,USD,United States,Private Company,200,0.0,634.0,Retail,9897e7e2effefb590feffac7c0a2f491
Al Sadhan,alsadhan.com,https://linkedin.com/company/al-sadhan,"Riyadh, Saudi Arabia",Saudi Arabia,"Al Sadhan is a prominent retail company based in Saudi Arabia, specializing in supermarkets and hypermarkets. It offers a wide range of products including groceries, household items, and consumer goods, catering to the needs of local communities. The company is known for its commitment to quality and customer satisfaction.",Supermarkets & Hypermarkets,"1,001-5,000 employees",Under $10M,USD,Saudi Arabia,Private Company,1500,0.0,635.0,Retail,f5bcc14791ac214cec12169233cfb3b3
Alpargatas,alpargatas.com,https://linkedin.com/company/alpargatas,"Boston, Massachusetts, USA",Global,"Alpargatas is a leading consumer goods company known for its iconic footwear brands, including Havaianas. The company specializes in casual and comfortable footwear, catering to a global market with a strong presence in fashion and lifestyle segments.",Fashion Retail,"10,001+ employees",Under $10M,USD,United States,Private Company,17000,0.0,636.0,CPG,86704282b68ede9c8ce45a4613a3ab9c
3Sixty Duty Free / DFASS Group,3sixtydutyfree.com,https://linkedin.com/company/3sixty-duty-free,"Miami, Florida, USA",Global,"3Sixty Duty Free, formerly known as DFASS Group, is a leading global travel retail company specializing in duty-free and duty-paid retail solutions. The company operates in airports, onboard airlines, and through e-commerce platforms, offering a wide range of products including luxury goods, cosmetics, and spirits. It is recognized for its innovative approach to travel retail and strong partnerships with major airlines and airports worldwide.",Travel Retail,"501-1,000 employees",Under $10M,USD,United States,Private Company,1000,0.0,637.0,Retail,7643ba4c727dacc84f6b3f31ff3a1f85
Ama Nwoke,amanwoke.com,https://linkedin.com/company/ama-nwoke,"New York, NY, USA","New York, NY, USA","Ama Nwoke is a retail company specializing in innovative and stylish products tailored to modern consumers. Based in New York, the company focuses on delivering high-quality goods and exceptional customer experiences. Despite its current revenue status, it aims to establish a strong presence in the competitive retail market.",Fashion Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,638.0,Retail,98ff2ad9e055e3327502a72d7b7a2daa
